,LHS,RHS,antecedent support,consequent support,support,confidence,lift,leverage,conviction
40,ปังพี่บั๊ฟไส้หมูแดง20฿,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿,0.2,0.23157894736842105,0.07368421052631578,0.36842105263157887,1.5909090909090906,0.02736842105263157,1.2166666666666663
41,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿,ปังพี่บั๊ฟไส้หมูแดง20฿,0.23157894736842105,0.2,0.07368421052631578,0.3181818181818182,1.5909090909090908,0.02736842105263157,1.1733333333333333
42,ปังพี่บั๊ฟไส้แฮมมายองเนส20฿,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿,0.17894736842105263,0.23157894736842105,0.056140350877192984,0.3137254901960784,1.3547237076648841,0.014699907663896582,1.1196992481203007
43,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿,ปังพี่บั๊ฟไส้แฮมมายองเนส20฿,0.23157894736842105,0.17894736842105263,0.056140350877192984,0.24242424242424243,1.3547237076648841,0.014699907663896582,1.0837894736842106
44,ปังพี่บั๊ฟไส้สังขยามันม่วง20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,0.11578947368421053,0.22456140350877193,0.06315789473684211,0.5454545454545455,2.428977272727273,0.037156048014773776,1.705964912280702
45,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,ปังพี่บั๊ฟไส้สังขยามันม่วง20฿,0.22456140350877193,0.11578947368421053,0.06315789473684211,0.28125,2.428977272727273,0.037156048014773776,1.2302059496567506
46,ปังพี่บั๊ฟไส้หมูซีอิ๋ว20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,0.21052631578947367,0.22456140350877193,0.07017543859649122,0.3333333333333333,1.484375,0.022899353647276084,1.163157894736842
47,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,ปังพี่บั๊ฟไส้หมูซีอิ๋ว20฿,0.22456140350877193,0.21052631578947367,0.07017543859649122,0.3125,1.484375,0.022899353647276084,1.1483253588516746
48,ปังพี่บั๊ฟไส้หมูหยองมายองเนส20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,0.16842105263157894,0.22456140350877193,0.07368421052631578,0.43749999999999994,1.9482421874999998,0.035863342566943665,1.3785575048732943
49,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,ปังพี่บั๊ฟไส้หมูหยองมายองเนส20฿,0.22456140350877193,0.16842105263157894,0.07368421052631578,0.32812499999999994,1.9482421874999998,0.035863342566943665,1.2376988984088129
50,ปังพี่บั๊ฟไส้หมูแดง20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,0.2,0.22456140350877193,0.07368421052631578,0.36842105263157887,1.6406249999999996,0.028771929824561393,1.2277777777777776
51,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,ปังพี่บั๊ฟไส้หมูแดง20฿,0.22456140350877193,0.2,0.07368421052631578,0.32812499999999994,1.6406249999999996,0.028771929824561393,1.1906976744186046
52,ปังพี่บั๊ฟไส้แฮมมายองเนส20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,0.17894736842105263,0.22456140350877193,0.08070175438596491,0.45098039215686275,2.0082720588235294,0.04051708217913204,1.4124060150375939
53,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,ปังพี่บั๊ฟไส้แฮมมายองเนส20฿,0.22456140350877193,0.17894736842105263,0.08070175438596491,0.359375,2.0082720588235294,0.04051708217913204,1.281643132220796
54,ปังพี่บั๊ฟไส้หมูซีอิ๋ว20฿,ปังพี่บั๊ฟไส้หมูหยองมายองเนส20฿,0.21052631578947367,0.16842105263157894,0.0912280701754386,0.4333333333333334,2.572916666666667,0.05577100646352725,1.4674922600619196
55,ปังพี่บั๊ฟไส้หมูหยองมายองเนส20฿,ปังพี่บั๊ฟไส้หมูซีอิ๋ว20฿,0.16842105263157894,0.21052631578947367,0.0912280701754386,0.5416666666666667,2.572916666666667,0.05577100646352725,1.7224880382775123
56,ปังพี่บั๊ฟไส้หมูซีอิ๋ว20฿,ปังพี่บั๊ฟไส้หมูแดง20฿,0.21052631578947367,0.2,0.12982456140350876,0.6166666666666666,3.0833333333333326,0.08771929824561403,2.08695652173913
57,ปังพี่บั๊ฟไส้หมูแดง20฿,ปังพี่บั๊ฟไส้หมูซีอิ๋ว20฿,0.2,0.21052631578947367,0.12982456140350876,0.6491228070175438,3.083333333333333,0.08771929824561403,2.2499999999999996
58,ปังพี่บั๊ฟไส้หมูซีอิ๋ว20฿,ปังพี่บั๊ฟไส้แฮมมายองเนส20฿,0.21052631578947367,0.17894736842105263,0.0912280701754386,0.4333333333333334,2.4215686274509807,0.05355493998153279,1.4489164086687307
59,ปังพี่บั๊ฟไส้แฮมมายองเนส20฿,ปังพี่บั๊ฟไส้หมูซีอิ๋ว20฿,0.17894736842105263,0.21052631578947367,0.0912280701754386,0.5098039215686275,2.4215686274509807,0.05355493998153279,1.610526315789474
60,ปังพี่บั๊ฟไส้หมูหยองมายองเนส20฿,ปังพี่บั๊ฟไส้หมูแดง20฿,0.16842105263157894,0.2,0.09824561403508772,0.5833333333333334,2.9166666666666665,0.06456140350877193,1.9200000000000004
61,ปังพี่บั๊ฟไส้หมูแดง20฿,ปังพี่บั๊ฟไส้หมูหยองมายองเนส20฿,0.2,0.16842105263157894,0.09824561403508772,0.49122807017543857,2.9166666666666665,0.06456140350877193,1.6344827586206896
62,ปังพี่บั๊ฟไส้หมูหยองมายองเนส20฿,ปังพี่บั๊ฟไส้แฮมมายองเนส20฿,0.16842105263157894,0.17894736842105263,0.08771929824561403,0.5208333333333334,2.9105392156862746,0.05758079409048938,1.7135011441647598
63,ปังพี่บั๊ฟไส้แฮมมายองเนส20฿,ปังพี่บั๊ฟไส้หมูหยองมายองเนส20฿,0.17894736842105263,0.16842105263157894,0.08771929824561403,0.49019607843137253,2.9105392156862746,0.05758079409048938,1.631174089068826
64,ปังพี่บั๊ฟไส้หมูแดง20฿,ปังพี่บั๊ฟไส้แฮมมายองเนส20฿,0.2,0.17894736842105263,0.10526315789473684,0.5263157894736842,2.941176470588235,0.0694736842105263,1.7333333333333332
65,ปังพี่บั๊ฟไส้แฮมมายองเนส20฿,ปังพี่บั๊ฟไส้หมูแดง20฿,0.17894736842105263,0.2,0.10526315789473684,0.588235294117647,2.9411764705882346,0.0694736842105263,1.9428571428571426
66,"ปังพี่บัฟไส้สตรอเบอร์รี่20฿,ปังพี่บัฟไส้สังขยาใบเตย20฿",ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿,0.10175438596491228,0.23157894736842105,0.056140350877192984,0.5517241379310345,2.3824451410658307,0.03257617728531856,1.7141700404858298
67,"ปังพี่บัฟไส้สตรอเบอร์รี่20฿,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿",ปังพี่บัฟไส้สังขยาใบเตย20฿,0.10175438596491228,0.2631578947368421,0.056140350877192984,0.5517241379310345,2.0965517241379312,0.029362880886426596,1.6437246963562755
68,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿",ปังพี่บัฟไส้สตรอเบอร์รี่20฿,0.12280701754385964,0.18947368421052632,0.056140350877192984,0.4571428571428572,2.412698412698413,0.03287165281625115,1.4930747922437673
69,ปังพี่บัฟไส้สตรอเบอร์รี่20฿,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿",0.18947368421052632,0.12280701754385964,0.056140350877192984,0.2962962962962963,2.4126984126984126,0.03287165281625115,1.2465373961218837
70,ปังพี่บัฟไส้สังขยาใบเตย20฿,"ปังพี่บัฟไส้สตรอเบอร์รี่20฿,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿",0.2631578947368421,0.10175438596491228,0.056140350877192984,0.21333333333333335,2.0965517241379312,0.029362880886426596,1.1418376449598573
71,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿,"ปังพี่บัฟไส้สตรอเบอร์รี่20฿,ปังพี่บัฟไส้สังขยาใบเตย20฿",0.23157894736842105,0.10175438596491228,0.056140350877192984,0.24242424242424243,2.3824451410658307,0.03257617728531856,1.185684210526316
72,"ปังพี่บัฟไส้สตรอเบอร์รี่20฿,ปังพี่บัฟไส้สังขยาใบเตย20฿",ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,0.10175438596491228,0.22456140350877193,0.06315789473684211,0.6206896551724138,2.7640086206896552,0.040307787011388124,2.0443381180223286
73,"ปังพี่บัฟไส้สตรอเบอร์รี่20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",ปังพี่บัฟไส้สังขยาใบเตย20฿,0.0912280701754386,0.2631578947368421,0.06315789473684211,0.6923076923076923,2.6307692307692307,0.03915050784856879,2.3947368421052633
74,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",ปังพี่บัฟไส้สตรอเบอร์รี่20฿,0.14385964912280702,0.18947368421052632,0.06315789473684211,0.43902439024390244,2.317073170731707,0.03590027700831025,1.4448512585812354
75,ปังพี่บัฟไส้สตรอเบอร์รี่20฿,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",0.18947368421052632,0.14385964912280702,0.06315789473684211,0.3333333333333333,2.317073170731707,0.03590027700831025,1.2842105263157892
76,ปังพี่บัฟไส้สังขยาใบเตย20฿,"ปังพี่บัฟไส้สตรอเบอร์รี่20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",0.2631578947368421,0.0912280701754386,0.06315789473684211,0.24000000000000002,2.6307692307692307,0.03915050784856879,1.1957525392428439
77,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,"ปังพี่บัฟไส้สตรอเบอร์รี่20฿,ปังพี่บัฟไส้สังขยาใบเตย20฿",0.22456140350877193,0.10175438596491228,0.06315789473684211,0.28125,2.7640086206896552,0.040307787011388124,1.2497330282227308
78,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿,0.14385964912280702,0.23157894736842105,0.06666666666666667,0.46341463414634143,2.0011086474501107,0.03335180055401662,1.4320574162679425
79,"ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿",ปังพี่บัฟไส้สังขยาใบเตย20฿,0.10526315789473684,0.2631578947368421,0.06666666666666667,0.6333333333333334,2.406666666666667,0.03896583564173592,2.0095693779904313
80,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿",ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,0.12280701754385964,0.22456140350877193,0.06666666666666667,0.5428571428571429,2.4174107142857144,0.03908895044629117,1.6962719298245617
81,ปังพี่บั๊ฟไส้สังขยาชาไทย20฿,"ปังพี่บัฟไส้สังขยาใบเตย20฿,ปังพี่บั๊ฟไส้มัลเบอร์รี่20฿",0.22456140350877193,0.12280701754385964,0.06666666666666667,0.296875,2.4174107142857144,0.03908895044629117,1.2475633528265109
